corpus_ordinal,lane,legacy_id,legacy_category,protocol,rank_basis,element_count,elements,residue_count,forced_count,order_known,construction_status,construction_app,construction_spec,construction_match_basis,product_family,instrument_family,mechanism_family,trust_facets,disposition,mapping_status,canonical_pattern_id,mapping_basis,source_commit,source_file
38,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,WBTC,"#1 in DefiLlama's 'Bridge' category by TVL: $7,300.5m (api.llama.fi/protocols, 2026-08-04).",6,Xf|At|Aw|Rd|Gp|Tg,4,2,true,included,WBTC,expansion/07-bridges/specs/wbtc.json,normalized_exact,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
39,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,LayerZero V2,"#2 in 'Bridge' by TVL: $6,666.7m across 60 chains (api.llama.fi/protocols, 2026-08-04). Largest general messaging layer.",5,Xm|Xf|Up|Gp|Tg,4,2,true,included,LayerZero V2,expansion/07-bridges/specs/layerzero-v2.json,normalized_exact,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
40,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,Coinbase Bridge (cbBTC and other wrapped assets),"#3 in 'Bridge' by TVL: $6,150.9m, wrapping assets from Bitcoin, XRP, Doge, Cardano and Litecoin (api.llama.fi/protocols, 2026-08-04). DefiLlama description: 'Wrapped tokens backed 1:1 by assets held by Coinbase.'",6,Xf|At|Aw|Rd|Gp|Up,3,3,true,included,Coinbase Bridge (cbBTC and other wrapped assets),expansion/07-bridges/specs/coinbase-bridge.json,normalized_exact,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
41,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,Hyperliquid Bridge,"#4 in 'Bridge' by TVL: $5,893.6m between Hyperliquid L1 and Arbitrum (api.llama.fi/protocols, 2026-08-04).",6,Xf|Xm|Vl|Wq|Gp|Bs,4,3,true,included,Hyperliquid Bridge,expansion/07-bridges/specs/hyperliquid-bridge.json,normalized_exact,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
42,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,Binance Bitcoin (BTCB),"#5 in 'Bridge' by TVL: $4,363.3m (api.llama.fi/protocols, 2026-08-04).",5,Xf|At|Aw|Rd|Gp,2,2,true,included,Binance Bitcoin (BTCB),expansion/07-bridges/specs/binance-bitcoin-btcb.json,normalized_exact,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
43,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,Circle CCTP,"OUTSIDE the TVL top 5 and structurally UNRANKABLE by TVL — DefiLlama reports $0.0m locked, because burn-and-mint locks nothing. Included deliberately: the brief asks whether 'Xf'/'Xm' separates CCTP from a lock-mint bridge, and a TVL-ranked list would never surface it. Circle Gateway, the related instant-liquidity product, holds $56.8m (api.llama.fi/protocols, 2026-08-04).",3,Xf|Xm|Aw,4,2,true,not_in_60_suite,,,,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
44,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D07,Bridges / cross-domain,Across,"OUTSIDE the TVL top 5 (#4 in DefiLlama's separate 'Cross Chain Bridge' category at $17.3m, api.llama.fi/protocols, 2026-08-04 — roughly 400x smaller than WBTC). Included because the brief names it and because it is the one bridge in this lane the vocabulary handles well.",8,In|Of|Oa|Pl|Sh|Ix|Xm|Xf,4,3,true,not_in_60_suite,,,,,,ME-XDOM,settlement|cross_domain_verification,convert_to_infrastructure,requires_product_level_revalidation,settlement.threshold_attested_bridge,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
45,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,LiquidMesh,"#1 by DEX-aggregator volume: $657.73m 24h, $5.302b 7d, $13.426b 30d across 6 chains (DefiLlama /dex-aggregators, 2026-08-04).",1,Ag,5,0,true,included,LiquidMesh,expansion/08-intents/specs/liquidmesh.json,normalized_exact,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
46,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,Binance Wallet,"#2 by DEX-aggregator volume: $623.02m 24h, $5.133b 7d, $12.511b 30d across 12 chains (DefiLlama /dex-aggregators, 2026-08-04).",2,Ag|Rf,4,2,false,included,Binance Wallet,expansion/08-intents/specs/binance-wallet.json,normalized_exact,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
47,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,OKX DEX,"#3 by DEX-aggregator volume: $461.89m 24h, $1.876b 7d, $6.785b 30d across 35 chains (DefiLlama /dex-aggregators, 2026-08-04).",2,Ag|Rf,3,2,false,included,OKX DEX,expansion/08-intents/specs/okx-dex.json,normalized_exact,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
48,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,Jupiter,"#4 by DEX-aggregator volume: $371.99m 24h, $2.685b 7d, $15.163b 30d on Solana (DefiLlama /dex-aggregators, 2026-08-04). Highest 30d volume in the category.",3,Ag|Rf|In,4,1,true,included,Jupiter,expansion/08-intents/specs/jupiter.json,normalized_exact,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
49,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,KyberSwap,"#5 by DEX-aggregator volume: $206.22m 24h, $1.333b 7d, $5.367b 30d across 24 chains (DefiLlama /dex-aggregators, 2026-08-04).",1,Ag,3,0,true,included,KyberSwap,expansion/08-intents/specs/kyberswap.json,normalized_exact,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
50,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,DFlow,"OUTSIDE the top 5 (#6 by DEX-aggregator volume: $171.87m 24h, $876.84m 7d, $3.55b 30d on Solana, DefiLlama /dex-aggregators, 2026-08-04). Included because it is the only protocol in the category whose explicit product is the SALE of order flow, which is the gap the top three reveal.",3,Ag|Rf|Aw,4,1,true,not_in_60_suite,,,,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
51,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,1inch,"OUTSIDE the top 5 (#8 by DEX-aggregator volume: $83.23m 24h, $614.54m 7d, $2.388b 30d across 14 chains, DefiLlama /dex-aggregators, 2026-08-04). Included because the brief names it as a canonical intent system.",3,Ag|In|Rf,4,3,true,not_in_60_suite,,,,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
52,Perpetuals/derivatives; Yield/vaults/aggregators; Bridges/cross-domain; Intents/aggregation/order flow,D08,Intents / aggregation / order flow,CoW Swap,"OUTSIDE the top 5 (#9 by DEX-aggregator volume: $58.51m 24h, $597.65m 7d, $2.479b 30d across 8 chains, DefiLlama /dex-aggregators, 2026-08-04). Included because the brief names it and because it is the only true batch-auction system in the category.",7,Ba|In|Ag|Rf|Fl|Bs|Em,4,2,true,not_in_60_suite,,,,,,ME-INTENT,execution|order_flow,convert_to_mechanism,requires_product_level_revalidation,execution.bounded_solver_intent,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane2-perps-yield-bridges-intents.json
53,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D09,RWA / tokenised treasuries & private credit,Ondo Finance (USDY + OUSG + Global Markets),"DefiLlama parent#ondo-finance $3.47B TVL 2026-08-04 (Ondo Yield Assets $2.53B + Ondo Global Markets $0.95B); rwa.xyz lists USDY alone at $2.15B, #3 tokenized treasury",14,Aw|Sh|Ix|Rb|Tr|At|Ex|Rd|Fz|Xf|Xm|Up|Gp|Tg,7,3,true,included,Ondo Finance (USDY + OUSG + Global Markets),expansion/09-rwa/specs/ondo-finance.json,normalized_exact,,,,reference_asset:offchain|legal|custody|identity,convert_to_facets,requires_product_level_revalidation,capital.tokenized_asset_subscription,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
54,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D09,RWA / tokenised treasuries & private credit,Circle USYC (Hashnote International Short Duration Yield Fund Ltd.),"rwa.xyz $3.01B, #1 tokenized treasury 2026-08-04; DefiLlama RWA $3.005B; DefiLlama stablecoins $3.005B circulating",8,Aw|Sh|At|Ex|Rd|Fz|Up|Gp,7,3,true,included,Circle USYC (Hashnote),expansion/09-rwa/specs/circle-usyc.json,explicit_alias,,,,reference_asset:offchain|legal|custody|identity,convert_to_facets,requires_product_level_revalidation,capital.tokenized_asset_subscription,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
55,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D09,RWA / tokenised treasuries & private credit,"BlackRock BUIDL (BlackRock USD Institutional Digital Liquidity Fund, via Securitize)","rwa.xyz $2.67B, #2 tokenized treasury 2026-08-04; DefiLlama stablecoins $2.687B; DefiLlama's RWA row shows $3.49B (adapter counts wrapped/feeder positions — discrepancy noted, rwa.xyz used)",10,Aw|Sh|At|Rd|Ps|Fz|Xf|Xm|Up|Gp,8,3,true,included,BlackRock BUIDL (via Securitize),expansion/09-rwa/specs/blackrock-buidl.json,explicit_alias,,,,reference_asset:offchain|legal|custody|identity,convert_to_facets,requires_product_level_revalidation,capital.tokenized_asset_subscription,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
56,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D09,RWA / tokenised treasuries & private credit,Maple Finance (syrupUSDC / syrupUSDT + institutional pools),DefiLlama $2.263B TVL 2026-08-04 (categorized 'Lending'; largest on-chain private-credit venue by a wide margin — DefiLlama's own 'RWA Lending' category tops out at Aave Horizon $257M),13,Aw|Pl|Sh|Ct|Ft|Sv|Wq|Bs|Em|Fd|Up|Gp|Tg,7,4,true,included,Maple Finance (syrupUSDC / institutional pools),expansion/09-rwa/specs/maple-finance.json,explicit_alias,,,,reference_asset:offchain|legal|custody|identity,convert_to_facets,requires_product_level_revalidation,capital.tokenized_asset_subscription,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
57,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D09,RWA / tokenised treasuries & private credit,Centrifuge (Centrifuge Protocol V3),DefiLlama parent#centrifuge $1.629B TVL 2026-08-04 (largest tokenization protocol not operated by a single asset manager),13,Aw|Sh|Tr|At|Ex|Ep|Wq|Sv|Xm|Xf|Up|Gp|Tg,6,3,true,included,Centrifuge (Centrifuge Protocol V3),expansion/09-rwa/specs/centrifuge.json,normalized_exact,,,,reference_asset:offchain|legal|custody|identity,convert_to_facets,requires_product_level_revalidation,capital.tokenized_asset_subscription,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
58,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D10,Options / structured products,Derive (formerly Lyra V2),"DefiLlama options $31.19M notional/30d 2026-08-04 — 87% of the entire on-chain options category ($35.70M/30d total). Reported ~$294M weekly volume and >$1B OI in March 2026 on its own dashboards; the gap indicates DefiLlama undercounts, noted.",14,Ob|Rf|Op|Pf|Ct|Li|Bs|Sh|Xf|Xm|Ex|Em|Up|Gp,6,3,false,included,Derive (formerly Lyra V2),expansion/10-options/specs/derive.json,normalized_exact,PF-EXCH|PF-AM,IN-DERIV:option_or_structured,,,merge_split_by_product,requires_product_level_revalidation,derivative.european_option,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
59,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D10,Options / structured products,Rysk V12,DefiLlama $29.86M TVL 2026-08-04 — largest options-vault TVL by 8.7x; $1.21M notional/30d (#3 by volume),10,Sh|Op|Dp|Ep|Wq|Ct|Ex|Em|Up|Gp,5,2,true,included,Rysk V12,expansion/10-options/specs/rysk-v12.json,normalized_exact,PF-EXCH|PF-AM,IN-DERIV:option_or_structured,,,merge_split_by_product,requires_product_level_revalidation,derivative.european_option,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
60,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D10,Options / structured products,Hegic,"DefiLlama $9.00M TVL 2026-08-04 — largest TVL in the pure 'Options' category; $0.01M notional/30d (functionally dormant by volume, noted)",5,Op|Sh|Ex|Up|Gp,5,2,true,included,Hegic,expansion/10-options/specs/hegic.json,normalized_exact,PF-EXCH|PF-AM,IN-DERIV:option_or_structured,,,merge_split_by_product,requires_product_level_revalidation,derivative.european_option,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
61,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D10,Options / structured products,Aevo (Ribbon Finance lineage),DefiLlama options $1.65M notional/30d 2026-08-04 (#2 by options volume),12,Ob|Op|Pf|Ct|Li|Sh|Xf|Xm|Ex|Em|Up|Gp,3,2,false,included,Aevo (Ribbon Finance lineage),expansion/10-options/specs/aevo.json,normalized_exact,PF-EXCH|PF-AM,IN-DERIV:option_or_structured,,,merge_split_by_product,requires_product_level_revalidation,derivative.european_option,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
62,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D10,Options / structured products,Panoptic V2,DefiLlama $2.05M TVL 2026-08-04 (#3 in the 'Options' category by TVL),9,Cl|Op|Sr|Pl|Ct|Li|Sh|Up|Gp,4,2,true,included,Panoptic V2,expansion/10-options/specs/panoptic-v2.json,normalized_exact,PF-EXCH|PF-AM,IN-DERIV:option_or_structured,,,merge_split_by_product,requires_product_level_revalidation,derivative.european_option,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
63,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D11,Reserve-backed / fiat stablecoin issuers,Tether USDT,"DefiLlama stablecoins $183.04B circulating 2026-08-04 (#1, 2.5x the #2)",5,Ps|Rd|At|Fz|Up,8,3,false,included,Tether USDT,expansion/11-fiat-stablecoins/specs/tether-usdt.json,normalized_exact,PF-MONEY,IN-MONEY:reserve_backed,ME-ISSUE,custody|legal|reserve,convert_to_subtype_facets,category_level_draft,money.reserve_attested_stablecoin,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
64,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D11,Reserve-backed / fiat stablecoin issuers,Circle USDC,DefiLlama stablecoins $72.20B circulating 2026-08-04 (#2),9,Ps|Rd|At|Fz|Aw|Xm|Xf|Up|Gp,5,3,false,included,Circle USDC,expansion/11-fiat-stablecoins/specs/circle-usdc.json,normalized_exact,PF-MONEY,IN-MONEY:reserve_backed,ME-ISSUE,custody|legal|reserve,convert_to_subtype_facets,category_level_draft,money.reserve_attested_stablecoin,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
65,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D11,Reserve-backed / fiat stablecoin issuers,World Liberty Financial USD1,DefiLlama stablecoins $4.00B circulating 2026-08-04 (#3 among fiat-backed; #5 among all stablecoins),5,Ps|Rd|At|Fz|Up,4,3,false,included,World Liberty Financial USD1,expansion/11-fiat-stablecoins/specs/world-liberty-financial-usd1.json,normalized_exact,PF-MONEY,IN-MONEY:reserve_backed,ME-ISSUE,custody|legal|reserve,convert_to_subtype_facets,category_level_draft,money.reserve_attested_stablecoin,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
66,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D11,Reserve-backed / fiat stablecoin issuers,Global Dollar USDG (Paxos / Global Dollar Network),DefiLlama stablecoins $3.42B circulating 2026-08-04 (#4 among fiat-backed),6,Ps|Rd|At|Fz|Fd|Up,4,3,false,included,Global Dollar USDG (Paxos),expansion/11-fiat-stablecoins/specs/global-dollar-usdg-paxos.json,explicit_alias,PF-MONEY,IN-MONEY:reserve_backed,ME-ISSUE,custody|legal|reserve,convert_to_subtype_facets,category_level_draft,money.reserve_attested_stablecoin,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
67,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D11,Reserve-backed / fiat stablecoin issuers,PayPal USD (PYUSD),DefiLlama stablecoins $2.68B circulating 2026-08-04 (#5 among fiat-backed),7,Ps|Rd|At|Fz|Xm|Xf|Up,4,3,false,included,PayPal USD (PYUSD),expansion/11-fiat-stablecoins/specs/paypal-usd-pyusd.json,normalized_exact,PF-MONEY,IN-MONEY:reserve_backed,ME-ISSUE,custody|legal|reserve,convert_to_subtype_facets,category_level_draft,money.reserve_attested_stablecoin,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
68,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D12,Prediction markets & other (uncategorized large protocols),Kalshi,"DefiLlama $10.89B volume/30d 2026-08-04 — #1 prediction market by 3.5x, and larger by volume than any other protocol in my entire lane except the stablecoins",3,Aw|Rd|Ct,6,3,false,included,Kalshi,expansion/12-prediction/specs/kalshi.json,normalized_exact,PF-EXCH,IN-DERIV:event_contingent,ME-COND,oracle_or_rulebook|resolution,split_remove_other,protocol_level_split_reproduced,derivative.event_contingent_market,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
69,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D12,Prediction markets & other (uncategorized large protocols),Polymarket,"DefiLlama $3.14B volume/30d and $330.8M TVL 2026-08-04 — #1 on-chain prediction market, ~85% of on-chain prediction-market TVL",8,Ob|Oa|Rd|Au|Gs|Aw|Up|Gp,6,4,true,included,Polymarket,expansion/12-prediction/specs/polymarket.json,normalized_exact,PF-EXCH,IN-DERIV:event_contingent,ME-COND,oracle_or_rulebook|resolution,split_remove_other,protocol_level_split_reproduced,derivative.event_contingent_market,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
70,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D12,Prediction markets & other (uncategorized large protocols),Azuro,DefiLlama $1.59M TVL 2026-08-04 — largest peer-to-pool (non-order-book) prediction/betting protocol; architecturally distinct from the Polymarket clones above it by volume,8,Sh|Rl|Ex|Sv|Rd|Em|Up|Gp,4,3,true,included,Azuro,expansion/12-prediction/specs/azuro.json,normalized_exact,PF-EXCH,IN-DERIV:event_contingent,ME-COND,oracle_or_rulebook|resolution,split_remove_other,protocol_level_split_reproduced,derivative.event_contingent_market,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
71,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D12,Prediction markets & other (uncategorized large protocols),Steakhouse Financial (Risk Curators),"DefiLlama $3.08B TVL 2026-08-04 — #1 in the 'Risk Curators' category ($8.76B total, DefiLlama's #9 category overall). Included as a large protocol that fits no conventional DeFi category.",7,Sh|Im|Ct|Wq|Tg|Gp|Fd,5,3,true,included,Steakhouse Financial (Risk Curators),expansion/12-prediction/specs/steakhouse-financial.json,normalized_exact,PF-AM,IN-SHARE,ME-ALLOC,control:delegated_curator,split_remove_other,protocol_level_split_reproduced,asset_management.delegated_curator_vault,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
72,RWA / tokenised treasuries & private credit; Options / structured products; Reserve-backed (fiat) stablecoin issuers; Prediction markets & other,D12,Prediction markets & other (uncategorized large protocols),Grove Finance (Onchain Capital Allocator),"DefiLlama $2.43B TVL 2026-08-04 — #1 in the 'Onchain Capital Allocator' category ($7.74B total, DefiLlama's #12 category). Included as a large protocol that fits no conventional DeFi category.",6,Sh|Aw|At|Xf|Tg|Gp,4,2,true,included,Grove Finance (Onchain Capital Allocator),expansion/12-prediction/specs/grove-finance.json,normalized_exact,PF-AM,IN-SHARE,ME-ALLOC,control:delegated_curator,split_remove_other,protocol_level_split_reproduced,asset_management.delegated_curator_vault,user-supplied M4+ report; checked against locally accessible DeFiFormal roster,8ae0bbfaa3193078d1cabf6999db1382985b7f95,corpus50/lanes/lane3-rwa-options-stables-prediction.json
