id,category_id,standard_id,relationship,scope,evidence_kind,confidence,source_refs,specification_commit,verified_at,implementation_claim
MAP-080,FIN-EXC,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-081,FIN-CRE,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-082,FIN-CAP,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-083,FIN-DER,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-084,FIN-MGT,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-085,FIN-SEC,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-086,FIN-RSK,ERC-191,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-191.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-087,FIN-MON,ERC-2612,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-2612.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-088,FIN-EXC,ERC-2612,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-2612.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-089,FIN-CRE,ERC-2612,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-2612.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-090,FIN-MGT,ERC-2612,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-2612.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-091,FIN-MON,ERC-3009,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3009.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-092,FIN-EXC,ERC-3009,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3009.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-093,FIN-EXC,ERC-4494,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4494.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-094,FIN-CRE,ERC-4494,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4494.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-095,FIN-MGT,ERC-4494,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4494.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-096,FIN-MON,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-097,FIN-EXC,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-098,FIN-CRE,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-099,FIN-CAP,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-100,FIN-DER,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-101,FIN-MGT,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-102,FIN-SEC,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-103,FIN-RSK,ERC-1271,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-104,FIN-MON,ERC-6492,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6492.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-105,FIN-EXC,ERC-6492,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6492.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-106,FIN-MGT,ERC-6492,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6492.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-107,FIN-MON,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-108,FIN-EXC,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-109,FIN-CRE,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-110,FIN-CAP,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-111,FIN-DER,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-112,FIN-MGT,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-113,FIN-SEC,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-114,FIN-RSK,EIP-712,authorization,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-115,FIN-MON,ERC-5164,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5164.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-116,FIN-EXC,ERC-5164,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5164.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-117,FIN-CRE,ERC-5164,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5164.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-118,FIN-MGT,ERC-5164,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5164.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-119,FIN-EXC,ERC-7683,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7683.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-120,FIN-MON,ERC-7786,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7786.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-121,FIN-EXC,ERC-7786,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7786.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-122,FIN-CRE,ERC-7786,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7786.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-123,FIN-MGT,ERC-7786,messaging,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7786.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-124,FIN-MON,ERC-7802,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7802.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-125,FIN-EXC,ERC-7802,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7802.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-126,FIN-MGT,ERC-7802,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7802.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-127,FIN-MON,ERC-7930,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7930.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-128,FIN-EXC,ERC-7930,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7930.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-129,FIN-CRE,ERC-7930,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7930.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-130,FIN-MGT,ERC-7930,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7930.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-131,FIN-CRE,ERC-3668,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3668.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-132,FIN-DER,ERC-3668,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3668.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-133,FIN-MGT,ERC-3668,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3668.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-134,FIN-MON,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-135,FIN-EXC,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-136,FIN-CRE,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-137,FIN-CAP,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-138,FIN-DER,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-139,FIN-MGT,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-140,FIN-SEC,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-141,FIN-RSK,ERC-4337,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4337.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-142,FIN-MON,ERC-6900,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6900.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-143,FIN-EXC,ERC-6900,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6900.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-144,FIN-CRE,ERC-6900,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6900.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-145,FIN-MGT,ERC-6900,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6900.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-146,FIN-MON,ERC-7579,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7579.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-147,FIN-EXC,ERC-7579,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7579.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-148,FIN-CRE,ERC-7579,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7579.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-149,FIN-MGT,ERC-7579,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7579.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-150,FIN-MON,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-151,FIN-EXC,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-152,FIN-CRE,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-153,FIN-CAP,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-154,FIN-DER,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-155,FIN-MGT,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
